,0,total_position_value
2020-08-21,1352272.0,1352272.0
2020-08-24,1354256.0,1354256.0
2020-08-25,1349432.0,1349432.0
2020-08-26,1331896.0,1331896.0
2020-08-27,1340044.0,1340044.0
2020-08-28,1361524.0,1361524.0
2020-08-31,1358272.0,1358272.0
2020-09-01,1364244.0,1364244.0
2020-09-02,1361920.0,1361920.0
2020-09-03,1353992.0,1353992.0
2020-09-04,1342148.0,1342148.0
2020-09-07,1317036.0,1317036.0
2020-09-08,0.0,0.0
2020-09-09,0.0,0.0
2020-09-10,0.0,0.0
2020-09-11,0.0,0.0
2020-09-14,0.0,0.0
2020-09-15,0.0,0.0
2020-09-16,0.0,0.0
2020-09-17,0.0,0.0
2020-09-18,0.0,0.0
2020-09-21,0.0,0.0
2020-09-22,0.0,0.0
2020-09-23,0.0,0.0
2020-09-24,0.0,0.0
2020-09-25,0.0,0.0
2020-09-28,0.0,0.0
2020-09-29,0.0,0.0
2020-09-30,0.0,0.0
2020-10-09,0.0,0.0
2020-10-12,0.0,0.0
2020-10-13,0.0,0.0
2020-10-14,0.0,0.0
2020-10-15,0.0,0.0
2020-10-16,0.0,0.0
2020-10-19,0.0,0.0
2020-10-20,0.0,0.0
2020-10-21,0.0,0.0
2020-10-22,0.0,0.0
2020-10-23,0.0,0.0
2020-10-26,0.0,0.0
2020-10-27,0.0,0.0
2020-10-28,0.0,0.0
2020-10-29,0.0,0.0
2020-10-30,0.0,0.0
2020-11-02,0.0,0.0
2020-11-03,0.0,0.0
2020-11-04,0.0,0.0
2020-11-05,0.0,0.0
2020-11-06,0.0,0.0
2020-11-09,0.0,0.0
2020-11-10,1008045.0,1008045.0
2020-11-11,1002660.0,1002660.0
2020-11-12,1001604.0,1001604.0
2020-11-13,993030.0,993030.0
2020-11-16,1004090.9999999999,1004090.9999999999
2020-11-17,1001970.0,1001970.0
2020-11-18,1004190.0,1004190.0
2020-11-19,1008927.0,1008927.0
2020-11-20,1013319.0,1013319.0
2020-11-23,1024346.9999999999,1024346.9999999999
2020-11-24,1020846.0,1020846.0
2020-11-25,1008699.0,1008699.0
2020-11-26,1010919.0,1010919.0
2020-11-27,1022493.0,1022493.0
2020-11-30,1017528.0000000001,1017528.0000000001
2020-12-01,1035582.0,1035582.0
2020-12-02,1034814.0,1034814.0
2020-12-03,1032642.0,1032642.0
2020-12-04,1033374.0,1033374.0
2020-12-07,1024980.0,1024980.0
2020-12-08,1023054.0,1023054.0
2020-12-09,1011588.0,1011588.0
2020-12-10,1011984.0000000001,1011984.0000000001
2020-12-11,1004157.0,1004157.0
2020-12-14,1010736.0,1010736.0
2020-12-15,1010169.0,1010169.0
2020-12-16,1010094.0,1010094.0
2020-12-17,1021461.0,1021461.0
2020-12-18,1018470.0,1018470.0
2020-12-21,1026171.0,1026171.0
2020-12-22,1007034.0000000001,1007034.0000000001
2020-12-23,1014696.0,1014696.0
2020-12-24,1008933.0,1008933.0
2020-12-25,1018968.0,1018968.0
2020-12-28,1019187.0,1019187.0
2020-12-29,1013712.0,1013712.0
2020-12-30,1024335.0,1024335.0
2020-12-31,1041921.0,1041921.0
2021-01-04,1050888.0,1050888.0
2021-01-05,1058604.0,1058604.0
2021-01-06,1065264.0,1065264.0
2021-01-07,1072860.0,1072860.0
2021-01-08,1071033.0,1071033.0
2021-01-11,1059450.0,1059450.0
2021-01-12,1082502.0,1082502.0
2021-01-13,1079595.0,1079595.0
2021-01-14,1069770.0,1069770.0
2021-01-15,1069914.0,1069914.0
2021-01-18,1078866.0,1078866.0
2021-01-19,1069914.0,1069914.0
2021-01-20,1074927.0,1074927.0
2021-01-21,1086378.0,1086378.0
2021-01-22,1082025.0,1082025.0
2021-01-25,1087272.0,1087272.0
2021-01-26,1070829.0,1070829.0
2021-01-27,1072002.0,1072002.0
2021-01-28,1051554.0,1051554.0
2021-01-29,0.0,0.0
2021-02-01,0.0,0.0
2021-02-02,0.0,0.0
2021-02-03,0.0,0.0
2021-02-04,0.0,0.0
2021-02-05,0.0,0.0
2021-02-08,0.0,0.0
2021-02-09,0.0,0.0
2021-02-10,0.0,0.0
2021-02-18,1102608.0,1102608.0
2021-02-19,1108851.0,1108851.0
2021-02-22,1092732.0,1092732.0
2021-02-23,1090908.0,1090908.0
2021-02-24,1069224.0,1069224.0
2021-02-25,0.0,0.0
2021-02-26,0.0,0.0
